K_ETA,K_P,K_PT,K_ENERGY,K_TRACK_P,K_TRACK_PT,K_TCHI2DOF,K_GHOSTPROB,K_NHITS,K_NUTHITS,K_MINIP,K_MINIPCHI2,K_CHI2DOF,K_CHI2,K_CHARGE,K_BPVIP,K_BPVIPCHI2,K_PID_K,K_PID_MU,K_PID_E,K_PID_P,K_PROBNN_K,K_PROBNN_PI,K_PROBNN_P,K_PROBNN_E,K_PROBNN_MU,K_PROBNN_GHOST,K_ISMUON,K_INMUON,pis_ETA,pis_P,pis_PT,pis_ENERGY,pis_TRACK_P,pis_TRACK_PT,pis_TCHI2DOF,pis_GHOSTPROB,pis_NHITS,pis_NUTHITS,pis_MINIP,pis_MINIPCHI2,pis_CHI2DOF,pis_CHI2,pis_CHARGE,pis_BPVIP,pis_BPVIPCHI2,pis_PID_K,pis_PID_MU,pis_PID_E,pis_PID_P,pis_PROBNN_K,pis_PROBNN_PI,pis_PROBNN_P,pis_PROBNN_E,pis_PROBNN_MU,pis_PROBNN_GHOST,pis_ISMUON,pis_INMUON,pi1_ETA,pi1_P,pi1_PT,pi1_ENERGY,pi1_TRACK_P,pi1_TRACK_PT,pi1_TCHI2DOF,pi1_GHOSTPROB,pi1_NHITS,pi1_NUTHITS,pi1_MINIP,pi1_MINIPCHI2,pi1_CHI2DOF,pi1_CHI2,pi1_CHARGE,pi1_BPVIP,pi1_BPVIPCHI2,pi1_PID_K,pi1_PID_MU,pi1_PID_E,pi1_PID_P,pi1_PROBNN_K,pi1_PROBNN_PI,pi1_PROBNN_P,pi1_PROBNN_E,pi1_PROBNN_MU,pi1_PROBNN_GHOST,pi1_ISMUON,pi1_INMUON,pi2_ETA,pi2_P,pi2_PT,pi2_ENERGY,pi2_TRACK_P,pi2_TRACK_PT,pi2_TCHI2DOF,pi2_GHOSTPROB,pi2_NHITS,pi2_NUTHITS,pi2_MINIP,pi2_MINIPCHI2,pi2_CHI2DOF,pi2_CHI2,pi2_CHARGE,pi2_BPVIP,pi2_BPVIPCHI2,pi2_PID_K,pi2_PID_MU,pi2_PID_E,pi2_PID_P,pi2_PROBNN_K,pi2_PROBNN_PI,pi2_PROBNN_P,pi2_PROBNN_E,pi2_PROBNN_MU,pi2_PROBNN_GHOST,pi2_ISMUON,pi2_INMUON,pi3_ETA,pi3_P,pi3_PT,pi3_ENERGY,pi3_TRACK_P,pi3_TRACK_PT,pi3_TCHI2DOF,pi3_GHOSTPROB,pi3_NHITS,pi3_NUTHITS,pi3_MINIP,pi3_MINIPCHI2,pi3_CHI2DOF,pi3_CHI2,pi3_CHARGE,pi3_BPVIP,pi3_BPVIPCHI2,pi3_PID_K,pi3_PID_MU,pi3_PID_E,pi3_PID_P,pi3_PROBNN_K,pi3_PROBNN_PI,pi3_PROBNN_P,pi3_PROBNN_E,pi3_PROBNN_MU,pi3_PROBNN_GHOST,pi3_ISMUON,pi3_INMUON,D_M,Dst_M,delta_M,EVENTNUMBER,RUNNUMBER,D_BPVFDCHI2,D_BPVIPCHI2,D_MINIPCHI2,D_CHI2,Dst_BPVFDCHI2,Dst_BPVIPCHI2,Dst_MINIPCHI2,Dst_CHI2,og_index,sig,sig_int
2.9541120529174805,10707.30859375,1113.1375732421875,10718.68359375,10707.3095703125,1113.1416015625,1.1037192344665527,0.002463698387145996,26,4,0.6499641537666321,625.4434204101562,1.1037192344665527,34.215296268463135,1,0.6499641537666321,626.438232421875,21.14739990234375,-3.5171403884887695,-6.8185133934021,20.474853515625,0.9500132203102112,0.06238861754536629,0.07650857418775558,1.428156883775955e-05,1.1704942437518184e-07,0.030254213139414787,False,True,2.905380964279175,2553.8701171875,278.6761474609375,2557.680908203125,2553.8701171875,278.67340087890625,1.7677096128463745,0.6928306221961975,23,0,0.0712839812040329,1.8732798099517822,1.7677096128463745,51.26357877254486,-1,0.0712839812040329,1.8732798099517822,0.0,-0.19518820941448212,-5.507100582122803,0.0,0.027819423004984856,0.9657291173934937,0.003382473485544324,0.011363260447978973,0.00010661764827091247,0.923438549041748,False,False,3.2297606468200684,4786.552734375,378.17626953125,4788.58740234375,4786.55029296875,378.1804504394531,1.0640360116958618,0.0026445388793945312,26,4,0.7152324914932251,263.6116638183594,1.0640360116958618,32.985116362571716,-1,0.7152324914932251,263.6116638183594,-0.5884628295898438,-9.398280143737793,-7.156047344207764,-0.5884628295898438,0.009535393677651882,0.9935651421546936,0.002216387540102005,8.759898628341034e-05,2.729636889853282e-07,0.014528135769069195,False,True,2.7978363037109375,5891.89794921875,715.4365234375,5893.55078125,5891.89990234375,715.437255859375,1.7970911264419556,0.01870352029800415,26,4,0.30772683024406433,97.48908233642578,1.7970911264419556,50.318551540374756,-1,0.30772683024406433,97.48908233642578,-13.224735260009766,-20.788835525512695,-8.060144424438477,-13.224735260009766,0.0010844593634828925,0.9993100166320801,0.0004154751659370959,1.0487367944733705e-05,6.500059680547565e-05,0.021256905049085617,True,True,2.8990283012390137,22212.486328125,2439.14501953125,22212.92578125,22212.490234375,2439.142578125,1.8388797044754028,0.0032972097396850586,27,4,0.5037363767623901,701.1280517578125,1.8388797044754028,57.00527083873749,1,0.5037363767623901,998.2908325195312,-94.32624816894531,-4.678459644317627,-8.988390922546387,-59.20832824707031,9.414010855834931e-05,0.9988940358161926,0.0006753180059604347,1.903545054915412e-08,0.00012198575859656557,0.004411707632243633,False,True,1862.4306640625,2007.958862304565,145.52819824206495,905325.0,23323492,3416.01171875,0.4774853587150574,0.4774853587150574,2.2032504081726074,2.549053192138672,0.852597177028656,0.852597177028656,0.05572209134697914,0,True,1
2.8776462078094482,16176.1435546875,1814.4537353515625,16183.67578125,16176.1396484375,1814.45361328125,0.802909791469574,0.00010013580322265625,26,4,0.2763194739818573,200.50904846191406,0.802909791469574,24.890203535556793,-1,0.2763194739818573,200.50904846191406,84.10639953613281,-3.4193248748779297,-4.017655372619629,61.6368293762207,0.9998747706413269,3.127278205283801e-07,0.0007302360609173775,5.012441572915804e-10,1.4456018847253116e-12,0.0006787330494262278,False,True,3.029588460922241,3316.117919921875,319.8162536621094,3319.053955078125,3316.1201171875,319.8174743652344,0.6636995673179626,0.008453071117401123,25,4,0.0480097196996212,1.0252729654312134,0.6636995673179626,18.583587884902954,1,0.0480097196996212,1.0252729654312134,-5.754064559936523,-9.016352653503418,-9.708683967590332,-5.754064559936523,0.0023876253981143236,0.9993423819541931,0.005133272614330053,1.5061235671964823e-06,4.198223280127422e-07,0.007155568804591894,False,True,3.4210259914398193,4410.017578125,287.9014892578125,4412.2255859375,4410.009765625,287.8996276855469,0.7173365950584412,0.004158735275268555,26,4,0.3724686801433563,34.74633026123047,0.7173365950584412,21.520097851753235,1,0.3724686801433563,34.74633026123047,-31.114437103271484,-9.856179237365723,-9.705358505249023,-31.114437103271484,0.0009142013732343912,0.9994146823883057,0.0014697931474074721,2.4079406557575567e-07,8.042187715773252e-08,0.002747489372268319,False,True,2.8530545234680176,5884.09912109375,676.3304443359375,5885.75390625,5884.10009765625,676.3294067382812,0.7708552479743958,0.000851750373840332,25,4,0.1995377242565155,36.44095230102539,0.7708552479743958,21.58394694328308,1,0.1995377242565155,36.44095230102539,-20.97772979736328,-7.508752346038818,-10.400533676147461,-20.97772979736328,0.0009130166145041585,0.9996433854103088,0.001141815446317196,1.0106752768024307e-07,2.9549521514127264e-06,0.004101008642464876,False,True,2.8567612171173096,7662.51220703125,877.5114135742188,7663.783203125,7662.51025390625,877.513427734375,0.7718772888183594,0.0003643035888671875,26,4,0.5684705376625061,400.08514404296875,0.7718772888183594,23.92819595336914,-1,0.5684705376625061,400.08514404296875,-30.851879119873047,-8.997883796691895,-9.194974899291992,-30.851879119873047,0.0009026488405652344,0.9993818402290344,0.0015253507299348712,2.9873137918912107e-07,2.721978376030165e-07,0.002723854733631015,False,True,1866.418701171923,2011.8352050781102,145.41650390618724,923281.0,23323575,868.8709106445312,0.8508818745613098,0.8508818745613098,7.990536689758301,1.1615476608276367,0.8112450838088989,0.8112450838088989,0.6457536220550537,3,True,1
3.1102237701416016,12988.580078125,1156.0531005859375,12997.9580078125,12988.580078125,1156.055419921875,1.339369773864746,0.0017925500869750977,30,4,0.27587512135505676,173.03981018066406,1.339369773864746,52.2354211807251,-1,0.27587512135505676,173.03981018066406,49.69039535522461,0.5654540061950684,-3.3248307704925537,36.11595916748047,0.9995899200439453,0.000204055366339162,0.0018837513634935021,3.819099219981581e-05,1.2150429995472223e-08,0.00832441821694374,False,True,3.1709022521972656,4453.408203125,373.12152099609375,4455.5947265625,4453.41015625,373.124755859375,1.1188721656799316,0.0017633438110351562,30,4,0.09557439386844635,3.3676795959472656,1.1188721656799316,42.5171422958374,1,0.09557439386844635,3.3676795959472656,-5.504911422729492,-9.070489883422852,-5.635469913482666,-5.504911422729492,0.004391921684145927,0.9975351095199585,0.0018345755524933338,0.00031494375434704125,1.8045971046376508e-06,0.011066654697060585,False,True,3.0825252532958984,27880.029296875,2550.84912109375,27880.37890625,27880.029296875,2550.84521484375,0.8283568024635315,3.6597251892089844e-05,28,4,0.11831303685903549,46.75373840332031,0.8283568024635315,30.649201691150665,1,0.11831303685903549,46.75373840332031,-53.393558502197266,-1.295971155166626,-5.14162015914917,-36.73078536987305,0.0013427229132503271,0.991572916507721,0.0027328107971698046,0.0003510455135256052,0.002893150085583329,0.0007442483329214156,False,True,3.336045026779175,14978.5537109375,1064.350830078125,14979.203125,14978.560546875,1064.3477783203125,1.0976223945617676,0.12194454669952393,25,0,0.22422108054161072,61.866294860839844,1.0976223945617676,34.026294231414795,1,0.22422108054161072,61.866294860839844,-35.06494140625,-2.395134925842285,-2.016576051712036,-29.32488441467285,0.0043443781323730946,0.9939419031143188,0.0008398045902140439,0.003939701709896326,8.910775068216026e-05,0.11713546514511108,False,True,3.3104405403137207,3927.840087890625,286.3288879394531,3930.319091796875,3927.840087890625,286.32781982421875,1.2371248006820679,0.0019686222076416016,29,4,0.4374096095561981,58.582672119140625,1.2371248006820679,44.53649282455444,-1,0.4374096095561981,58.582672119140625,-4.507295608520508,-18.281835556030273,-8.13497257232666,-4.507295608520508,0.005232487339526415,0.9941069483757019,0.0007246395107358694,4.045845969358197e-07,3.0385301215574145e-05,0.010466765612363815,True,True,1865.3779296875,2012.0280761718602,146.65014648436022,992525.0,23323896,422.8484191894531,1.193110466003418,1.193110466003418,8.664178848266602,5.7156982421875,0.31555095314979553,0.31555095314979553,0.13709144294261932,4,True,1
3.1057610511779785,23394.126953125,2091.478515625,23399.337890625,23394.12890625,2091.4794921875,0.9041741490364075,0.0001424551010131836,27,4,0.1669543981552124,110.8809585571289,0.9041741490364075,27.125224471092224,1,0.1669543981552124,110.8809585571289,62.202430725097656,-2.7741966247558594,-4.452624320983887,31.853527069091797,0.999977171421051,1.6359857909264974e-05,4.4287677155807614e-05,6.377414507596768e-08,5.332431718407804e-11,0.0016092024743556976,False,True,3.2263169288635254,3374.892822265625,267.55865478515625,3377.77734375,3374.89013671875,267.56048583984375,0.5814101696014404,0.011711418628692627,28,4,0.08825072646141052,3.211289167404175,0.5814101696014404,19.767945766448975,-1,0.08825072646141052,3.211289167404175,1.6980552673339844,-6.963662147521973,-7.1514105796813965,1.6980552673339844,0.019266381859779358,0.9887256026268005,0.063182033598423,2.233078339486383e-05,2.9605109830299625e-06,0.022340845316648483,False,True,3.1187338829040527,3885.561279296875,342.9161376953125,3888.0673828125,3885.559814453125,342.91650390625,1.6220216751098633,0.011200010776519775,27,4,0.14310237765312195,10.288915634155273,1.6220216751098633,48.6606502532959,-1,0.14310237765312195,10.288915634155273,-3.969320297241211,-4.979471206665039,-9.047293663024902,-3.969320297241211,0.006684866268187761,0.997426450252533,0.001150917261838913,2.3763402623444563e-07,4.835226354771294e-05,0.01643425039947033,False,True,4.137705326080322,17327.57421875,552.9097900390625,17328.13671875,17327.5703125,552.9071044921875,1.4522899389266968,0.005909144878387451,27,4,0.2347245216369629,35.52204132080078,1.4522899389266968,43.5686981678009,-1,0.2347245216369629,35.52204132080078,-13.45480728149414,-3.7773008346557617,-6.918208599090576,1.7750778198242188,0.007234345655888319,0.9940277338027954,0.005204441491514444,0.0009048880892805755,4.8147743655135855e-05,0.011145099066197872,False,True,3.1830973625183105,7005.49853515625,579.8511962890625,7006.888671875,7005.48974609375,579.8524780273438,1.0385652780532837,0.0021448135375976562,27,4,0.1770978718996048,34.183101654052734,1.0385652780532837,34.27265417575836,1,0.1770978718996048,34.183101654052734,-28.50402069091797,-9.995532989501953,-10.623065948486328,-28.50402069091797,0.000977800227701664,0.999409019947052,0.0011013293405994773,1.0094068159105518e-07,2.4343840721030574e-08,0.003960699774324894,False,True,1860.900390625,2007.4499511718602,146.54956054686022,327585.0,23320817,215.2376708984375,1.0685540437698364,1.0685540437698364,6.937772274017334,3.194049835205078,1.9070088863372803,1.9070088863372803,1.2070674896240234,5,True,1
3.877690315246582,13187.0947265625,545.66796875,13196.33203125,13187.1005859375,545.67236328125,1.1134535074234009,0.0026235580444335938,30,5,0.0963139533996582,5.354501247406006,1.1134535074234009,42.31123328208923,-1,0.0963139533996582,5.354501247406006,34.701087951660156,-1.910679817199707,-5.0267653465271,29.224111557006836,0.9926876425743103,0.0038743126206099987,0.022751584649086,3.897815986420028e-06,3.284332450448346e-08,0.023779524490237236,False,True,3.4560317993164062,5093.64306640625,321.1311340332031,5095.5546875,5093.650390625,321.1310729980469,1.4348338842391968,0.05063682794570923,28,4,0.022571805864572525,0.2163986712694168,1.4348338842391968,50.21918594837189,1,0.022571805864572525,0.2163986712694168,-8.915481567382812,-13.9633150100708,-10.990617752075195,-8.915481567382812,0.0019078772747889161,0.9993136525154114,0.0002799149660859257,8.066324852507023e-08,3.053975524380803e-05,0.03409119322896004,True,True,3.177873373031616,16875.775390625,1404.115478515625,16876.3515625,16875.779296875,1404.10986328125,1.1111923456192017,0.0028862953186035156,27,4,0.13736802339553833,45.19701385498047,1.1111923456192017,34.44696271419525,1,0.13736802339553833,45.19701385498047,-41.148773193359375,-5.165830612182617,-5.454468727111816,-32.73591613769531,0.0016506542451679707,0.997981607913971,0.002553482074290514,4.208086829748936e-05,2.2209367671166547e-05,0.004944566637277603,False,True,3.3094961643218994,19040.09375,1389.281494140625,19040.603515625,19040.08984375,1389.283203125,1.278299331665039,0.0008431673049926758,27,4,0.12155166268348694,28.337682723999023,1.278299331665039,42.18387794494629,1,0.12155166268348694,28.337682723999023,0.3103790283203125,2.684025526046753,-4.3509721755981445,5.8585405349731445,0.07762891054153442,0.3268955945968628,0.828493595123291,0.00015038748097140342,0.005942561663687229,0.03926707059144974,False,True,3.783033609390259,14831.658203125,674.5947265625,14832.31640625,14831.6591796875,674.5888671875,0.8085121512413025,0.0006854534149169922,28,4,0.15861940383911133,21.160125732421875,0.8085121512413025,29.10643744468689,-1,0.15861940383911133,21.160125732421875,-68.0942611694336,-8.287189483642578,-9.619059562683105,-53.95569610595703,0.000418947747675702,0.9995640516281128,0.0025467148516327143,8.031019405052575e-09,1.131155272560136e-06,0.0008729645633138716,False,True,1863.6956787107736,2008.6749267573935,144.9792480466199,324910.0,23320805,104.1289291381836,9.722378730773926,9.722378730773926,5.993956089019775,9.790115356445312,8.106876373291016,8.106876373291016,0.007035709451884031,6,True,1
2.995664119720459,33227.71875,3314.561767578125,33231.390625,33227.71875,3314.564697265625,1.1355838775634766,0.0001748800277709961,27,4,0.06557780504226685,20.625219345092773,1.1355838775634766,35.20310020446777,1,0.06557780504226685,20.625219345092773,94.49497985839844,1.2237743139266968,-5.42222261428833,12.248626708984375,1.0,1.982759556540259e-08,3.984104712806413e-11,4.053407728823316e-14,3.8315856563941875e-13,0.00022348771744873375,False,True,2.963503837585449,6497.25244140625,669.178955078125,6498.75146484375,6497.25,669.1817016601562,1.2431384325027466,0.0018943548202514648,26,4,0.0601947158575058,3.704286575317383,1.2431384325027466,38.537291407585144,-1,0.0601947158575058,3.704286575317383,-82.64547729492188,-7.504452705383301,-11.628477096557617,-82.64547729492188,0.002127693733200431,0.9992815852165222,0.0008023639093153179,1.496562596070561e-11,2.670491312528611e-06,0.0007633951026946306,False,True,3.0382044315338135,8589.8408203125,821.3626098632812,8590.9736328125,8589.8408203125,821.3629760742188,1.4235374927520752,0.0029451847076416016,26,4,0.3078981339931488,137.54896545410156,1.4235374927520752,41.28258728981018,-1,0.3078981339931488,137.54896545410156,-64.77320098876953,-10.511700630187988,-9.174407005310059,-64.77320098876953,0.001859187730588019,0.999265193939209,0.00051711848936975,4.056467162172339e-08,1.02196324291981e-07,0.0030840185936540365,False,True,2.5839362144470215,8127.828125,1219.8985595703125,8129.0263671875,8127.830078125,1219.9010009765625,1.2010812759399414,0.0008895397186279297,25,5,0.3177589178085327,133.50418090820312,1.2010812759399414,33.63027572631836,-1,0.3177589178085327,133.50418090820312,-158.9532470703125,-21.4438419342041,-13.031301498413086,-158.9532470703125,1.2146711014793254e-05,0.9984265565872192,1.4573236512660515e-05,7.30650956404233e-11,2.405354825896211e-05,0.0003408239863347262,True,True,2.8872570991516113,17061.509765625,1895.574951171875,17062.080078125,17061.509765625,1895.5799560546875,0.8030985593795776,8.20159912109375e-05,26,4,0.09469054639339447,25.090301513671875,0.8030985593795776,24.896055340766907,1,0.09469054639339447,25.090301513671875,-114.83055114746094,-5.398736953735352,-2.35382342338562,-93.706298828125,0.00014865734556224197,0.9963195323944092,0.0002037675294559449,0.025435920804739,0.0001699988206382841,0.0007043889490887523,False,True,1877.325195312754,2022.9753417969782,145.65014648422425,324920.0,23320805,390.03955078125,11.120387077331543,11.120387077331543,5.8678507804870605,9.875099182128906,8.960469245910645,8.960469245910645,4.879942893981934,9,True,1
2.442009210586548,18949.078125,3271.868896484375,18955.5078125,18949.080078125,3271.86767578125,0.6635990142822266,0.00015354156494140625,22,4,0.05803987383842468,12.448503494262695,0.6635990142822266,15.262777328491211,1,0.05803987383842468,12.448503494262695,77.54793548583984,-1.7580633163452148,-3.167637348175049,41.41066360473633,0.9999933242797852,5.509490392796579e-07,2.560847315180581e-05,6.394220264382966e-09,1.8950174762721872e-11,0.0003613349108491093,False,True,2.264449119567871,3130.143798828125,643.3745727539062,3133.253662109375,3130.14990234375,643.3753051757812,0.9675742983818054,0.004088997840881348,20,4,0.025164371356368065,0.4841347932815552,0.9675742983818054,17.416337370872498,-1,0.025164371356368065,0.4841347932815552,-12.578561782836914,-19.899333953857422,-10.439953804016113,-12.578561782836914,0.0007037042523734272,0.9997860789299011,0.00024103511532302946,1.7274810204526148e-07,1.2306783503390761e-07,0.007097562309354544,True,True,2.1723413467407227,4153.91650390625,934.1341552734375,4156.2607421875,4153.91015625,934.132080078125,1.5581080913543701,0.11018455028533936,21,4,0.12780766189098358,18.156648635864258,1.5581080913543701,32.72026991844177,-1,0.12780766189098358,18.156648635864258,-18.260467529296875,-11.477121353149414,-12.099949836730957,-18.260467529296875,0.001730996766127646,0.998886227607727,0.0004441456403583288,4.9658783751738156e-09,3.84033664886374e-05,0.046064794063568115,True,True,2.0296783447265625,7044.5966796875,1819.457275390625,7045.9794921875,7044.60009765625,1819.4571533203125,1.6531896591186523,0.027156174182891846,20,4,0.20386046171188354,66.37077331542969,1.6531896591186523,28.10422420501709,-1,0.20386046171188354,66.37077331542969,-57.61680603027344,-5.925616264343262,-12.431307792663574,-57.61680603027344,0.0011048224987462163,0.9993970990180969,0.0004729458305519074,7.278297964319336e-10,3.177252801833674e-05,0.008256315253674984,False,True,2.4377851486206055,6360.779296875,1102.8623046875,6362.310546875,6360.77978515625,1102.8653564453125,1.3348950147628784,0.024220764636993408,22,4,0.07274575531482697,8.926116943359375,1.3348950147628784,30.702585339546204,1,0.07274575531482697,8.926116943359375,-29.67491912841797,-8.666187286376953,-10.820296287536621,-29.67491912841797,0.0010582724353298545,0.9994330406188965,0.0007061954820528626,1.7137498531383244e-08,9.945868839622563e-08,0.010998312383890152,False,True,1861.294677734359,2006.5964355467413,145.30175781238222,972780.0,23323804,131.9561309814453,0.5338528156280518,0.5338528156280518,1.4433205127716064,0.5267043113708496,0.2937692701816559,0.2937692701816559,0.6452958583831787,10,True,1
2.633450984954834,8555.01171875,1222.60107421875,8569.244140625,8555.0107421875,1222.5960693359375,1.2255558967590332,0.005631744861602783,23,4,0.7789310216903687,706.7568359375,1.2255558967590332,30.63889741897583,1,0.7789310216903687,950.775146484375,28.582611083984375,-1.0889925956726074,-5.090420722961426,28.582611083984375,0.9771363139152527,0.007911700755357742,0.05769389867782593,3.2176018294194364e-07,3.9158734921329597e-07,0.03673801198601723,False,True,2.8268351554870605,4243.7373046875,500.66510009765625,4246.03173828125,4243.73974609375,500.6668701171875,1.4722888469696045,0.43313586711883545,20,0,0.40167224407196045,105.12411499023438,1.4722888469696045,33.8626434803009,-1,0.40167224407196045,105.12411499023438,-10.599201202392578,-6.168259620666504,-8.327256202697754,-10.599201202392578,0.0013068163534626365,0.9988861680030823,0.0011418263893574476,2.104458417306887e-06,2.638288788148202e-05,0.3002869784832001,False,True,3.3035409450531006,7994.52490234375,586.8035888671875,7995.7431640625,7994.5302734375,586.806884765625,1.4497299194335938,0.0793982744216919,25,4,1.0796664953231812,937.5306396484375,1.4497299194335938,42.04216766357422,-1,1.0796664953231812,937.5306396484375,-20.797035217285156,-7.377236843109131,-11.732638359069824,-20.797035217285156,0.00105005269870162,0.9994949698448181,0.00034390573273412883,3.190689312759787e-08,9.322591267846292e-07,0.03846762329339981,False,True,2.7841975688934326,15498.8916015625,1907.679443359375,15499.51953125,15498.890625,1907.6756591796875,1.3233871459960938,0.004602789878845215,24,4,0.5718468427658081,955.6199951171875,1.3233871459960938,35.73145294189453,-1,0.5718468427658081,955.6199951171875,-48.88751983642578,-2.9725635051727295,-4.729440689086914,-35.95337677001953,0.001517601078376174,0.9953357577323914,0.0016973955789580941,5.901691838516854e-05,3.31210540025495e-05,0.0027410013135522604,False,True,2.874732494354248,21539.48046875,2423.036865234375,21539.93359375,21539.48046875,2423.03564453125,1.3029910326004028,0.006440699100494385,24,3,0.3174002170562744,380.28179931640625,1.3029910326004028,36.48374891281128,1,0.3174002170562744,405.626708984375,-118.09806823730469,-0.7160326838493347,-9.013738632202148,-109.1796646118164,0.00012551916006486863,0.9965195655822754,1.9669654648168944e-05,5.600382380066549e-09,0.0002783390518743545,0.0020610145293176174,False,True,1867.5300292969866,2013.0524902342418,145.52246093725512,930842.0,23323610,5645.578125,735.0790405273438,625.3551635742188,4.950784206390381,954.7511596679688,804.6514282226562,680.1923217773438,0.006330527830868959,12,True,1
2.3399763107299805,9702.7900390625,1852.112060546875,9715.3408203125,9702.7900390625,1852.1134033203125,1.1140846014022827,0.0026628971099853516,23,4,0.10703182220458984,22.5661563873291,1.1140846014022827,27.852115035057068,1,0.10703182220458984,22.5661563873291,39.26749038696289,-8.744497299194336,-6.25536584854126,41.105621337890625,0.9311888217926025,0.0003712102770805359,0.21927766501903534,2.9436741044719383e-08,2.3875239563153627e-09,0.028394708409905434,False,True,2.4790964126586914,2990.3544921875,497.7967834472656,2993.60986328125,2990.360107421875,497.7939758300781,0.858394980430603,0.004075884819030762,24,4,0.10739128291606903,4.759815692901611,0.858394980430603,22.31826949119568,-1,0.10739128291606903,4.759815692901611,-5.915010452270508,-6.995704650878906,-6.718151569366455,-5.915010452270508,0.005314941052347422,0.9979677796363831,0.002342700259760022,2.6767238523461856e-05,3.815344825852662e-05,0.006529646459966898,False,False,2.5186500549316406,11891.083984375,1903.6885986328125,11891.90234375,11891.080078125,1903.6917724609375,0.8857277631759644,0.0001289844512939453,26,4,0.2025071382522583,106.60144805908203,0.8857277631759644,27.457560658454895,-1,0.2025071382522583,106.60144805908203,-101.20518493652344,-2.3343029022216797,-11.308300971984863,-82.72227478027344,0.0002141000295523554,0.9979004263877869,0.0008594418759457767,5.321994234197547e-11,2.6471561795915477e-05,0.0005262386985123158,False,True,2.557410955429077,6388.89111328125,984.3845825195312,6390.41552734375,6388.8896484375,984.3809814453125,1.1788585186004639,0.003970503807067871,23,4,0.28168800473213196,92.51668548583984,1.1788585186004639,29.471462965011597,-1,0.28168800473213196,92.51668548583984,-23.877166748046875,-6.7806806564331055,-12.665266036987305,-23.877166748046875,0.0008823875687085092,0.9995697736740112,0.0007260974962264299,5.070246444915938e-09,1.4309318885352695e-06,0.005237470846623182,False,True,3.023916482925415,4163.337890625,403.797119140625,4165.6767578125,4163.330078125,403.7935485839844,1.4470752477645874,0.007081329822540283,25,4,0.3440387547016144,46.20368957519531,1.4470752477645874,41.965182185173035,1,0.3440387547016144,46.20368957519531,-5.558551788330078,-10.515748023986816,-6.090274810791016,-5.558551788330078,0.004235024563968182,0.9988093376159668,0.0006154619622975588,4.8493344365851954e-05,4.8309289013559464e-08,0.010969260707497597,False,True,1869.5015869140584,2015.5321044921839,146.03051757812545,930902.0,23323610,355.97442626953125,4.165156841278076,4.165156841278076,8.035223007202148,4.994300842285156,2.6017134189605713,2.6017134189605713,7.111423969268799,17,True,1
